,datetime,state,tg,ti,tw1,tw2,tw3,tc1,tc2,tc3,to,thop,tcool,tv,pg,pi,po,pv,dpo,dpf,dpv,mdoti,mdoto,gai,gao,m_add,datetime_tooltip,value_display,event_display,pg_lowpass,po_lowpass,pv_lowpass,pi_lowpass,dpo_lowpass,dpf_lowpass,dpv_lowpass,mdoti_lowpass,mdoto_lowpass,ms,fill_height
25675,2023-01-11 15:59:59.698785,0,0,190.79776,133.5570984,138.4605713,116.802597,391.8569641,459.0650635,439.6151123,157.5176239,163.7258911,7.250805378,104.9124985,-0.916014528,0.915263704,0,0.48796545,-0.125198388,0.021151264,-0.048284703,0.063574165,0.066506341,0.531759975,0.482847027,,2023-01-11 15:59:59,,none,-0.9378629387175387,0.0,0.45170503905131404,0.950880237479282,-0.12388892049889615,0.022999037037359275,-0.05511843346276365,0.06350878412874927,0.06983430744739133,0,0.0
25680,2023-01-11 16:00:04.775748,0,0,190.0949097,133.4556122,138.2267761,116.6317215,391.8740845,459.2370605,439.9082947,157.0480957,163.5665283,7.269695759,104.252739,-0.946535832,0.976306312,0,0.457444146,-0.125198388,0.028628983,-0.052557685,0.064043703,0.068667547,0.522373613,0.481626175,,2023-01-11 16:00:04,,none,-0.9364909121178261,0.0,0.44929819742561794,0.942247574308883,-0.12437491099979396,0.02309820168087756,-0.05504098816133993,0.06359982166495065,0.0698236121954989,0,0.0
25685,2023-01-11 16:00:09.846495,0,0,189.493988,133.3571625,137.9983673,116.4969788,391.9165649,459.3615723,439.8287048,156.2145996,163.5101929,7.068843842,103.584343,-0.946535832,0.915263704,0,0.426922842,-0.12733488,0.037174948,-0.049352948,0.064093686,0.066556943,0.508166529,0.479794897,,2023-01-11 16:00:09,,none,-0.9336043033330649,0.0,0.4469454527689981,0.9334287025896969,-0.12495550704348792,0.023719954507176375,-0.05485577869825811,0.063707136251926,0.06975237451746029,0,0.0
25690,2023-01-11 16:00:14.916707,0,0,188.8304901,133.1986237,137.7297668,116.2811508,391.8982849,459.4597168,439.6321411,155.6796265,163.2937927,6.89993,102.9431992,-0.946535832,0.8847424,0,0.457444146,-0.120925406,0.030765474,-0.050421194,0.062608536,0.067595835,0.499241199,0.478574045,,2023-01-11 16:00:14,,none,-0.9313601090513545,0.0,0.44516198546969704,0.9228278458902622,-0.12534787475471296,0.024248576420549138,-0.0547505665063923,0.06376163143591151,0.06972640788116793,0,0.0
25695,2023-01-11 16:00:19.989135,0,0,188.1189423,133.0578156,137.3821564,116.0505219,391.944458,459.6297913,439.6894836,155.0862579,163.1272125,7.189359188,102.2502441,-0.977057136,0.854221096,0,0.457444146,-0.129471371,0.028628983,-0.05148944,0.064108352,0.06825919,0.484862641,0.47613234,,2023-01-11 16:00:19,,none,-0.9289735397203989,0.0,0.44284529354832597,0.9122847014400751,-0.12578198832278623,0.024700121103268493,-0.05473522605598581,0.06382228113279753,0.06973434386302807,0,0.0
25700,2023-01-11 16:00:25.054317,0,0,187.4392242,132.8999329,137.0832977,115.8413086,391.9639893,459.7919312,439.9230042,154.6244965,163.0197754,7.20572567,101.723877,-0.916014528,0.854221096,0,0.457444146,-0.11985716,0.032901966,-0.056830668,0.06224833,0.071172974,0.475782817,0.473690636,,2023-01-11 16:00:25,,none,-0.9245339820985081,0.0,0.44130457207008567,0.9031602338508175,-0.1259888765968543,0.02492725715789732,-0.054659960037496645,0.06384672221536566,0.06972052409032957,0,0.0
25705,2023-01-11 16:00:30.105334,0,0,186.5975952,132.6897736,136.7521057,115.5446472,391.980957,459.9319153,439.9355469,154.1129303,162.8440552,7.145791531,101.0724564,-0.916014528,0.915263704,0,0.457444146,-0.121993652,0.022219509,-0.052557685,0.063204481,0.068958711,0.466424279,0.475521914,,2023-01-11 16:00:30,,none,-0.9209461094455565,0.0,0.4410630403091791,0.8958764952328161,-0.12599453891695694,0.02488140251104967,-0.054306916845013646,0.063843367572513,0.06957921098870455,0,0.0
25710,2023-01-11 16:00:35.182678,0,0,185.8894043,132.4978638,136.4299622,115.3047791,391.9562988,460.0987549,439.738678,153.683548,162.7198486,7.190822124,100.4926529,-0.916014528,0.854221096,0,0.396401538,-0.125198388,0.027560737,-0.056830668,0.063431547,0.070297423,0.450359307,0.474301062,,2023-01-11 16:00:35,,none,-0.9188957383863231,0.0,0.44024924195870396,0.8909085860054703,-0.12604953656289003,0.025257649706853607,-0.054049258829703344,0.06386682961699007,0.06947963720216482,0,0.0
25715,2023-01-11 16:00:40.243636,0,0,185.1700897,132.3175659,136.1455688,115.0689774,392.0074158,460.1992798,439.9782104,153.1214142,162.4825745,7.132885933,99.93362427,-0.946535832,0.854221096,0,0.396401538,-0.133744354,0.030765474,-0.055762422,0.065121467,0.069821688,0.444911413,0.473690636,,2023-01-11 16:00:40,,none,-0.9176284403613448,0.0,0.44047686208043607,0.8862300017759203,-0.12626924447303375,0.0255124303751433,-0.05354946063491426,0.06392474067859302,0.0692680788435401,0,0.0
25720,2023-01-11 16:00:45.314280,0,0,184.4538269,132.1620941,135.8422394,114.8793182,392.0363464,460.3579712,439.9701233,152.6921082,162.3206177,7.03471756,99.41899872,-0.977057136,0.854221096,0,0.426922842,-0.125198388,0.020083018,-0.056830668,0.063530967,0.070931047,0.435831588,0.474301062,,2023-01-11 16:00:45,,none,-0.9164097417833841,0.0,0.44185219614878063,0.8831390047035358,-0.12636766179352685,0.025706945345160676,-0.05310160168100649,0.0639713201600973,0.06909329371016056,0,0.0
25725,2023-01-11 16:00:50.355687,0,0,183.7574005,131.9972076,135.5621796,114.6825943,392.0288391,460.4541321,439.7969666,152.1687469,162.1894226,6.982022762,98.8628006,-0.85497192,0.8847424,0,0.426922842,-0.128403125,0.022219509,-0.04401172,0.064466508,0.063806609,0.424808875,0.475521914,,2023-01-11 16:00:50,,none,-0.9158628028375921,0.0,0.44140682855358865,0.8801264654879047,-0.12627006933435495,0.02596566294589126,-0.05268551314466673,0.0639780779334423,0.06890747918268066,0,0.0
25730,2023-01-11 16:00:55.425733,0,0,183.0375824,131.8356018,135.3035126,114.4935989,392.0751953,460.5841064,440.0217896,151.7052917,162.064209,7.169478893,98.3453598,-0.885493224,0.8847424,0,0.426922842,-0.123061897,0.020083018,-0.060035405,0.063445378,0.072615587,0.415731762,0.47308021,,2023-01-11 16:00:55,,none,-0.917547255831097,0.0,0.44016751049240394,0.8787294244467526,-0.12611330066360174,0.025674222839717053,-0.05253909667669462,0.06398428823396793,0.06886458561165398,0,0.0
25735,2023-01-11 16:01:00.508249,0,0,182.3592072,131.6978455,134.9884644,114.3178024,392.0863037,460.7460632,440.0393372,151.2012024,161.9342957,7.098178387,97.83409119,-0.977057136,0.823699792,0,0.396401538,-0.117720669,0.019014772,-0.049352948,0.061904839,0.066639617,0.408714228,0.47613234,,2023-01-11 16:01:00,,none,-0.9211100770486134,0.0,0.4385686850167211,0.8782010493662078,-0.12577345947372204,0.025040312179186917,-0.05213617662105919,0.06395902234697654,0.0686779603944817,0,0.0
25740,2023-01-11 16:01:05.595524,0,0,181.659729,131.5427246,134.7416992,114.1437836,392.0964966,460.8645935,440.0666504,150.7285309,161.7966003,6.984985352,97.29190063,-0.916014528,0.8847424,0,0.457444146,-0.123061897,0.020083018,-0.050421194,0.06354141,0.068109489,0.401208382,0.477963619,,2023-01-11 16:01:05,,none,-0.922825535549489,0.0,0.4371327183048141,0.8795393581322276,-0.12584527553834696,0.024753214160436347,-0.05162249000562855,0.06403223891110636,0.06842876481217383,0,0.0
25745,2023-01-11 16:01:10.666406,0,0,180.9862213,131.3864746,134.4772339,113.9556198,392.0694885,461.0074768,439.8888855,150.3488007,161.6330566,7.154170036,96.75273895,-0.885493224,0.915263704,0,0.426922842,-0.120925406,0.025424246,-0.053625931,0.063369205,0.06952167,0.39201418,0.479184471,,2023-01-11 16:01:10,,none,-0.9251818404919402,0.0,0.4341783630904797,0.8806834458405559,-0.12589423177311249,0.02484471022788509,-0.05117965917952501,0.06409899551974615,0.06818796904362096,0,0.0
25750,2023-01-11 16:01:15.716900,0,0,180.3251648,131.2668762,134.2453461,113.7937241,392.131073,461.134552,440.144928,149.8393402,161.4978485,7.168586254,96.2644043,-0.946535832,0.915263704,0,0.426922842,-0.12733488,0.030765474,-0.050421194,0.064738399,0.067816815,0.377495136,0.480405323,,2023-01-11 16:01:15,,none,-0.92712047607415,0.0,0.4315551697330566,0.8829539755524075,-0.12578035983617553,0.02470226571277763,-0.05069592425586535,0.06414206233015377,0.06792461746882544,0,0.0
25755,2023-01-11 16:01:20.783452,0,0,179.508316,131.1006317,134.0288239,113.5990372,392.1056213,461.3024292,440.0785828,149.4268188,161.3587036,7.099448681,95.62285614,-0.946535832,0.915263704,0,0.457444146,-0.125198388,0.020083018,-0.047216457,0.064362063,0.066382599,0.375680255,0.479184471,,2023-01-11 16:01:20,,none,-0.927443579959871,0.0,0.43095552271469423,0.8851268289129338,-0.1254531396166237,0.024597839472898866,-0.05038263443375728,0.06413954825903162,0.06779341467717513,0,0.0
25760,2023-01-11 16:01:25.858609,0,0,178.8260651,130.9758606,133.8055267,113.4398727,392.1235962,461.4282227,439.9045105,149.0692902,161.139267,6.917021275,95.03026581,-0.916014528,0.945785008,0,0.457444146,-0.126266634,0.027560737,-0.047216457,0.064851648,0.066436,0.366496418,0.482847027,,2023-01-11 16:01:25,,none,-0.9286449962554081,0.0,0.43121542171991006,0.8878742211735906,-0.12506615851092062,0.02462278240687121,-0.0501609849836481,0.06412684298791828,0.06772438709863668,0,0.0
25765,2023-01-11 16:01:30.903291,0,0,178.2124939,130.8469391,133.57547,113.2323456,392.1556091,461.5234375,440.1464844,148.5139465,161.0562592,7.073437214,94.46353149,-0.977057136,0.915263704,0,0.396401538,-0.129471371,0.026492492,-0.052557685,0.065318571,0.068686362,0.357531451,0.482847027,,2023-01-11 16:01:30,,none,-0.9284399644312024,0.0,0.4305087693932742,0.8900407811066683,-0.12480995430943397,0.025048881917858992,-0.04991719761838776,0.06413716251080005,0.06762684577743817,0,0.0
25770,2023-01-11 16:01:35.972616,0,0,177.6263123,130.7280426,133.3398438,113.0488815,392.1897278,461.6593018,440.1799927,148.1468506,160.8978424,7.070996284,93.96967316,-0.885493224,0.915263704,0,0.457444146,-0.12733488,0.022219509,-0.045079966,0.064931908,0.065220554,0.35571657,0.485288732,,2023-01-11 16:01:35,,none,-0.9254448598144374,0.0,0.43036929897084825,0.8910782012454255,-0.12419021943470168,0.02549096668805986,-0.04991066604766035,0.06406883480073974,0.06767602630612701,0,0.0
25775,2023-01-11 16:01:41.033856,0,0,176.9705353,130.5954742,133.0966187,112.8470688,392.1862488,461.7746582,440.0160828,147.7214355,160.7386169,7.001144886,93.52505493,-0.916014528,0.854221096,0,0.426922842,-0.128403125,0.030765474,-0.047216457,0.064689751,0.066219863,0.34503334,0.486509584,,2023-01-11 16:01:41,,none,-0.9243098603641194,0.0,0.42957727072662916,0.8907139257213188,-0.12355252174147084,0.025647270759543383,-0.049868488382744755,0.06398296124770456,0.06769654449154837,0,0.0
25780,2023-01-11 16:01:46.103709,0,0,176.3180237,130.4424438,132.8820343,112.6647568,392.2338867,461.8744202,440.2393799,147.2900391,160.7155762,7.33876276,93.11342621,-0.946535832,0.915263704,0,0.457444146,-0.123061897,0.017946527,-0.05148944,0.064147158,0.069105343,0.341197527,0.488340862,,2023-01-11 16:01:46,,none,-0.9250451607985758,0.0,0.42892319798807044,0.891494577351022,-0.12282531613458585,0.02560266857006777,-0.050025291886534054,0.06388621337152453,0.06782355968360619,0,0.0
25785,2023-01-11 16:01:51.178248,0,0,175.676712,130.3199005,132.6149445,112.4747543,392.2210083,462.0498962,440.2370605,146.7994537,160.4598541,7.138957977,92.64896393,-0.916014528,0.915263704,0,0.426922842,-0.121993652,0.024356,-0.053625931,0.063968808,0.069910552,0.330308244,0.48712001,,2023-01-11 16:01:51,,none,-0.9253665340236358,0.0,0.42751913416744153,0.8928538030371515,-0.12249572558972163,0.025767884963743326,-0.050169836057729955,0.0638734223265969,0.06793222899821348,0,0.0
25790,2023-01-11 16:01:56.250046,0,0,174.9355316,130.1598816,132.3464355,112.2265015,392.2666931,462.1463013,440.2457275,146.310379,160.2972565,7.0109725,92.12247467,-0.885493224,0.915263704,0,0.457444146,-0.121993652,0.019014772,-0.046148211,0.064021691,0.06604828,0.326678483,0.491392992,,2023-01-11 16:01:56,,none,-0.9286946626215837,0.0,0.42572536922954035,0.8929913546611661,-0.12216872969451881,0.02560937024169741,-0.05016326875864052,0.06384737976055636,0.06794418553304275,0,0.0
25795,2023-01-11 16:02:01.319937,0,0,174.2789001,130.000412,132.1234894,112.030426,392.2481079,462.2867126,440.0982056,145.9629364,160.1126556,6.86122942,91.64513397,-0.946535832,0.915263704,0,0.426922842,-0.125198388,0.032901966,-0.046148211,0.064737093,0.065750094,0.321233842,0.493224271,,2023-01-11 16:02:01,,none,-0.932719761686287,0.0,0.42421339196435004,0.8902109152971347,-0.12207911630995688,0.025482757333461673,-0.050247375994361715,0.06384914345063314,0.06800802342374869,0,0.0
25800,2023-01-11 16:02:06.383684,0,0,173.628067,129.8559875,131.8677979,111.810997,392.2670288,462.4308167,440.3052063,145.5903778,160.0723724,7.135596752,91.13959503,-0.916014528,0.8847424,0,0.426922842,-0.138017336,0.012605298,-0.055762422,0.067041504,0.071182585,0.315883523,0.494445123,,2023-01-11 16:02:06,,none,-0.9352932718590415,0.0,0.4243272265087382,0.8852751550638583,-0.12205934727476864,0.025673351939869284,-0.050262165031405806,0.06384822047908068,0.06805400286729568,0,0.0
25805,2023-01-11 16:02:11.461429,0,0,173.0354919,129.714035,131.6233521,111.6155777,392.2973633,462.5540161,440.3066406,145.183548,159.86409,7.151790142,90.70272064,-0.977057136,0.8847424,0,0.426922842,-0.128403125,0.037174948,-0.047216457,0.06523648,0.066476195,0.30680641,0.495055549,,2023-01-11 16:02:11,,none,-0.9378708383916756,0.0,0.4242273302813908,0.8792354591805893,-0.12123846609736076,0.026230904832538975,-0.050223881373388186,0.06367230395264566,0.06807503270073743,0,0.0
25810,2023-01-11 16:02:16.534266,0,0,172.3976288,129.5743561,131.370285,111.4046173,392.2774963,462.6591187,440.1671448,144.8182068,159.7597961,6.989109039,90.23985291,-0.916014528,0.8847424,0,0.457444146,-0.120925406,0.024356,-0.048284703,0.063752658,0.0675147,0.3140681,0.496886827,,2023-01-11 16:02:16,,none,-0.9406102814448053,0.0,0.4223256136469655,0.8738696101264055,-0.12023576117167369,0.02615522271081956,-0.05025858571705101,0.0634666067452977,0.06811765859651732,0,0.0
25815,2023-01-11 16:02:21.605163,0,0,171.7672119,129.4412689,131.1507263,111.2079391,392.3178711,462.7780151,440.3550415,144.4006805,159.6588593,7.091871262,89.81101227,-1.00757844,0.8847424,0,0.426922842,-0.120925406,0.026492492,-0.054694177,0.063797809,0.070752687,0.301360142,0.499328531,,2023-01-11 16:02:21,,none,-0.944098728466164,0.0,0.4196016704186126,0.8683235864209178,-0.11982275730064325,0.025932882516073716,-0.050515634260242546,0.06338354341029866,0.06827204892885048,0,0.0
25820,2023-01-11 16:02:26.672878,0,0,171.1936646,129.3126373,130.8726654,111.0205231,392.33078,462.9223633,440.3860779,144.0605164,159.5033875,7.162706852,89.42886353,-0.916014528,0.8847424,0,0.457444146,-0.10276523,0.020083018,-0.053625931,0.05974229,0.070649183,0.295913875,0.500549383,,2023-01-11 16:02:26,,none,-0.9465195126447351,0.0,0.4173469827127397,0.8621096995736655,-0.11949903209158287,0.025822615231489893,-0.050685065215347894,0.06331051879274283,0.06838040711260289,0,0.0
25825,2023-01-11 16:02:31.747819,0,0,170.5736389,129.173111,130.6642761,110.8301468,392.3364563,463.0452881,440.4015503,143.717453,159.3920441,7.168148518,88.97583771,-0.977057136,0.854221096,0,0.426922842,-0.123061897,0.028628983,-0.052557685,0.064083549,0.069684658,0.285106497,0.501770236,,2023-01-11 16:02:31,,none,-0.9500577276577846,0.0,0.41424577495011655,0.8552535668242671,-0.11907484058608062,0.02580660332943579,-0.050796129017131215,0.06321479748545838,0.06844444075263359,0,0.0
25830,2023-01-11 16:02:36.818958,0,0,169.9627686,129.0519257,130.44487,110.6586533,392.3235779,463.1612549,440.2138672,143.4197845,159.1997681,7.278443813,88.48938751,-0.977057136,0.823699792,0,0.365880234,-0.117720669,0.029697229,-0.05148944,0.062764785,0.068133564,0.283375198,0.502991088,,2023-01-11 16:02:36,,none,-0.9517596449934478,0.0,0.4109252557601737,0.8470137993754102,-0.11858795755213847,0.025547149410425813,-0.05089842032455486,0.06309230461151649,0.06849927840238525,0,0.0
25835,2023-01-11 16:02:41.884017,0,0,169.2559814,128.9259491,130.2771606,110.4709473,392.3870239,463.2904053,440.4149475,142.9805908,159.1999664,7.202519894,87.94506073,-0.916014528,0.793178489,0,0.396401538,-0.117720669,0.030765474,-0.046148211,0.062548357,0.065691024,0.279825813,0.50421194,,2023-01-11 16:02:41,,none,-0.9532290737634433,0.0,0.4091785586984643,0.8397579617300537,-0.11849216868059076,0.025531564342137783,-0.05091369507808877,0.06305674887161437,0.068527898424299,0,0.0
25840,2023-01-11 16:02:46.956523,0,0,168.7048798,128.8382874,130.08461,110.3263474,392.3751221,463.3925171,440.4563904,142.6909027,159.0399323,7.148224831,87.54776764,-0.916014528,0.793178489,0,0.396401538,-0.112379441,0.024356,-0.052557685,0.061458826,0.069341707,0.276191712,0.503601514,,2023-01-11 16:02:46,,none,-0.954512581371951,0.0,0.40776119679415695,0.8336496381375093,-0.11832472724873294,0.025427301778072415,-0.05100195041761248,0.06300995596318289,0.0685934439051274,0,0.0
25845,2023-01-11 16:02:52.025919,0,0,168.1222992,128.7263794,129.9128113,110.1759262,392.3608398,463.5065002,440.2825623,142.3127594,158.9444275,7.126717567,87.09812927,-0.946535832,0.823699792,0,0.396401538,-0.118788915,0.01474179,-0.050421194,0.063119286,0.068222297,0.270659644,0.508484922,,2023-01-11 16:02:52,,none,-0.9560508273067538,0.0,0.40659668299931323,0.8292544384573128,-0.11833472267663077,0.025416533208976612,-0.05110006792656196,0.06300853449226437,0.06866547831947127,0,0.0
25850,2023-01-11 16:02:57.093166,0,0,167.5560303,128.6259308,129.7575073,110.0331497,392.3999634,463.6277466,440.4811707,142.0984955,158.786499,7.345408916,86.70196533,-0.946535832,0.854221096,0,0.396401538,-0.123061897,0.021151264,-0.049352948,0.064302572,0.067662524,0.270578777,0.508484922,,2023-01-11 16:02:57,,none,-0.9570179714738953,0.0,0.40607692948086416,0.8262970228664719,-0.11876676107497199,0.025964366292132307,-0.051154808192242086,0.06310316210583503,0.06872952146974878,0,0.0
25855,2023-01-11 16:03:02.153618,0,0,167.0235748,128.5467072,129.6009216,109.8961563,392.399353,463.7427063,440.486908,141.7480621,158.6161499,7.189287663,86.27083588,-0.977057136,0.823699792,0,0.365880234,-0.104901721,0.029697229,-0.05148944,0.060133809,0.06834352,0.263393614,0.509705775,,2023-01-11 16:03:02,,none,-0.9590103895617739,0.0,0.4063568155918221,0.8228791441056734,-0.11953035025349347,0.026439823873807212,-0.05117204212836548,0.06326047068462948,0.06878453109019855,0,0.0
25860,2023-01-11 16:03:07.223863,0,0,166.4633179,128.4441681,129.4317322,109.7683945,392.3890991,463.8572388,440.3175659,141.4578094,158.5340881,7.156803608,85.88298798,-0.946535832,0.823699792,0,0.396401538,-0.11985716,0.017946527,-0.054694177,0.063460594,0.070626891,0.259760598,0.510926627,,2023-01-11 16:03:07,,none,-0.9601768684612274,0.0,0.4073500499540211,0.8192856198902195,-0.1206089573090014,0.02624958314191209,-0.05123788696487281,0.06348997808894485,0.06887360194421482,0,0.0
25865,2023-01-11 16:03:12.296223,0,0,165.9024963,128.3699188,129.2705231,109.6352081,392.4044189,463.997467,440.335022,141.0865173,158.3962402,7.308844566,85.49312592,-0.946535832,0.854221096,0,0.426922842,-0.107038213,0.027560737,-0.050421194,0.060921066,0.068827667,0.256051058,0.509705775,,2023-01-11 16:03:12,,none,-0.9603890754102825,0.0,0.40795289740948365,0.8159050453013141,-0.12183413235691727,0.026136361628978567,-0.05105398202490736,0.06375297116007794,0.06881483078957261,0,0.0
25870,2023-01-11 16:03:17.365127,0,0,165.3794403,128.29599,129.130127,109.5179749,392.4459534,464.114502,440.5556946,140.7786255,158.3047028,7.434389591,85.08309937,-0.946535832,0.823699792,0,0.396401538,-0.123061897,0.022219509,-0.049352948,0.064195886,0.067815236,0.254311075,0.510926627,,2023-01-11 16:03:17,,none,-0.9616389957132153,0.0,0.4079645614929594,0.8106240476792933,-0.12290425086482266,0.026102556142951372,-0.05083817022405327,0.06396671753682043,0.06872649105376717,0,0.0
25875,2023-01-11 16:03:22.418354,0,0,164.7349396,128.1972961,129.0175934,109.3888321,392.4623108,464.2382507,440.5620117,140.531311,158.1015472,7.553221226,84.63415527,-0.916014528,0.823699792,0,0.396401538,-0.117720669,0.036106702,-0.047216457,0.063138342,0.066626819,0.25067806,0.513368331,,2023-01-11 16:03:22,,none,-0.9622484929915447,0.0,0.4089804740322283,0.8059215615485679,-0.1240114927639987,0.026241170480137393,-0.05051538996751868,0.06418562855320627,0.06859467266178902,0,0.0
25880,2023-01-11 16:03:27.460718,0,0,164.1785431,128.115921,128.8914642,109.283844,392.3916626,464.3277283,440.3900757,140.1900177,158.0306396,7.242337704,84.21393585,-1.00757844,0.793178489,0,0.457444146,-0.130539617,0.032901966,-0.056830668,0.065444864,0.072895773,0.2471189,0.514589183,,2023-01-11 16:03:27,,none,-0.9630348780419591,0.0,0.41169134538950186,0.8028772664014233,-0.12513198838144857,0.025920152769843333,-0.050276366849534036,0.0644217859531288,0.06853258843107207,0,0.0
25885,2023-01-11 16:03:32.531526,0,0,163.6358948,128.0352325,128.7581024,109.1621399,392.4499817,464.4468079,440.5740051,139.9203033,157.9766846,7.176151752,83.82489777,-0.946535832,0.793178489,0,0.426922842,-0.123061897,0.029697229,-0.050421194,0.064037264,0.068988304,0.243484798,0.515199609,,2023-01-11 16:03:32,,none,-0.9624273420124458,0.0,0.41195909826533805,0.8014953522798468,-0.1259637254542477,0.0259822981797309,-0.05014631569538961,0.06462049651381421,0.06850057735926494,0,0.0
25890,2023-01-11 16:03:37.600128,0,0,163.0803986,127.9515991,128.6159973,109.0404816,392.4809875,464.5567017,440.5896301,139.4150085,157.7939606,7.26922226,83.42162323,-1.00757844,0.762657185,0,0.396401538,-0.123061897,0.025424246,-0.050421194,0.063768725,0.068573105,0.234469641,0.513368331,,2023-01-11 16:03:37,,none,-0.9614402210271247,0.0,0.4106489572819859,0.8026190571664538,-0.12624789606309836,0.026305106152623506,-0.0499079257737875,0.06473465630964265,0.06838573981888173,0,0.0
25895,2023-01-11 16:03:42.671048,0,0,162.5213165,127.8560944,128.4388275,108.9226608,392.4476929,464.6769714,440.4214172,139.1512756,157.6201324,7.187571526,82.95905304,-0.946535832,0.823699792,0,0.365880234,-0.130539617,0.025424246,-0.056830668,0.065882707,0.071371848,0.232512983,0.513978757,,2023-01-11 16:03:42,,none,-0.9616262464644996,0.0,0.40870393459427,0.804132254882889,-0.12618218949471804,0.02666569270507405,-0.04972604070328664,0.06478095133347064,0.06828837155179003,0,0.0
25900,2023-01-11 16:03:47.741334,0,0,161.9856262,127.7640457,128.2996826,108.7693405,392.506897,464.7980042,440.629364,138.9499817,157.5437775,7.282119751,82.45919037,-1.038099744,0.793178489,0,0.365880234,-0.12733488,0.030765474,-0.054694177,0.064998069,0.070366256,0.228948393,0.516420461,,2023-01-11 16:03:47,,none,-0.9622135607444523,0.0,0.4076977972694401,0.8057793569603782,-0.12607892947128987,0.027019767744884786,-0.04935364111891957,0.06481565295735438,0.06809550256439913,0,0.0
25905,2023-01-11 16:03:52.811327,0,0,161.4798584,127.6718063,128.0782471,108.6354752,392.497467,464.9054871,440.6650085,138.5726776,157.4248962,7.369408131,82.02850342,-0.946535832,0.762657185,0,0.457444146,-0.125198388,0.025424246,-0.049352948,0.064301428,0.068929406,0.241740017,0.51825174,,2023-01-11 16:03:52,,none,-0.9622757957818369,0.0,0.407181408228863,0.8086344689482043,-0.12596038664589676,0.02699859577672605,-0.049104135565259326,0.06485374819522284,0.06798487724566497,0,0.0
25910,2023-01-11 16:03:57.879243,0,0,160.9254913,127.5514908,127.8757782,108.4597702,392.5037842,465.0150452,440.6520996,138.2735748,157.2145538,7.286563396,81.66976166,-0.977057136,0.854221096,0,0.396401538,-0.129471371,0.029697229,-0.050421194,0.066085942,0.068742181,0.225179654,0.51825174,,2023-01-11 16:03:57,,none,-0.9634658700331078,0.0,0.4055254298027914,0.8114207950074259,-0.12625466818330455,0.026540513175702427,-0.04897122636571514,0.06498367682869473,0.0679366542563992,0,0.0
25915,2023-01-11 16:04:02.949761,0,0,160.401886,127.4449234,127.6908493,108.3061829,392.4681091,465.0881348,440.4502869,137.931488,157.1040955,7.063986778,81.28559875,-0.977057136,0.823699792,0,0.396401538,-0.116652423,0.028628983,-0.052557685,0.063225462,0.06995159,0.217980922,0.51825174,,2023-01-11 16:04:02,,none,-0.9633436105024139,0.0,0.40482163124240655,0.8149481402153198,-0.1267587201060516,0.0260605096086546,-0.048629589700780296,0.06516564177506935,0.06777535655170076,0,0.0
25920,2023-01-11 16:04:08.022290,0,0,159.8813019,127.3329849,127.4660263,108.1528549,392.5505676,465.1854858,440.6852417,137.7225647,156.946228,7.214947224,80.86319733,-0.946535832,0.823699792,0,0.426922842,-0.131607862,0.028628983,-0.046148211,0.06628806,0.066743837,0.219797429,0.515810035,,2023-01-11 16:04:08,,none,-0.9609387884013629,0.0,0.40365669548755617,0.8189594092235055,-0.1274333366402327,0.02581619485530177,-0.048205721038016264,0.06538515904714419,0.06755908839554327,0,0.0
25925,2023-01-11 16:04:13.079959,0,0,159.2649231,127.1809235,127.2720947,107.9476395,392.5657654,465.3333435,440.7043152,137.3101654,156.8540344,7.294672489,80.32673645,-0.946535832,0.823699792,0,0.396401538,-0.135880845,0.028628983,-0.045079966,0.067138945,0.065746863,0.214347906,0.51825174,,2023-01-11 16:04:13,,none,-0.9576860251015908,0.0,0.4004671931552614,0.8220454976880018,-0.12768526513848139,0.026041433567313855,-0.04791540515595322,0.065508836490187,0.06738867970935938,0,0.0
25930,2023-01-11 16:04:18.140468,0,0,158.7165375,127.0418167,127.053299,107.788208,392.5032654,465.4353333,440.539093,137.007019,156.7124023,7.056377888,79.8524704,-0.946535832,0.854221096,0,0.396401538,-0.129471371,0.027560737,-0.048284703,0.066254738,0.067701806,0.214283864,0.51825174,,2023-01-11 16:04:18,,none,-0.955031417520292,0.0,0.3970930935051799,0.8246328872035336,-0.12752546194404926,0.025809457220597798,-0.047568908675871976,0.0655427534189557,0.06717533073092352,0,0.0
25935,2023-01-11 16:04:23.204112,0,0,158.1833649,126.9112549,126.8540955,107.6112823,392.5670776,465.5591125,440.7288818,136.7414551,156.6204224,7.119454384,79.49217987,-0.946535832,0.793178489,0,0.426922842,-0.134812599,0.027560737,-0.045079966,0.066693632,0.066210597,0.214411987,0.51825174,,2023-01-11 16:04:23,,none,-0.9539027274298676,0.0,0.39568928839045725,0.8267425914580979,-0.1272837650339439,0.025449361167414964,-0.04709915465993893,0.06555153717287261,0.0669113569198836,0,0.0
25940,2023-01-11 16:04:28.278320,0,0,157.6970978,126.8088455,126.6437149,107.4596329,392.5637817,465.6622925,440.7697754,136.4903564,156.4233093,7.266832352,79.12059784,-0.977057136,0.823699792,0,0.396401538,-0.133744354,0.026492492,-0.050421194,0.066861654,0.068990454,0.210714891,0.51825174,,2023-01-11 16:04:28,,none,-0.9523465085327585,0.0,0.39330698530011077,0.8286196066761934,-0.12706882761488594,0.02545611058468834,-0.04673140985333115,0.0655631445480048,0.0666885953325265,0,0.0
