,datetime,state,tg,ti,tw1,tw2,tw3,tc1,tc2,tc3,to,thop,tcool,tv,pg,pi,po,pv,dpo,dpf,dpv,mdoti,mdoto,gai,gao,m_add,sfl,datetime_tooltip,value_display,event_display,pg_lowpass,po_lowpass,pv_lowpass,pi_lowpass,dpo_lowpass,dpf_lowpass,dpv_lowpass,mdoti_lowpass,mdoto_lowpass,sfl_lowpass,ms,fill_height
23055,2023-02-23 15:23:34.583510,4,0,314.9250793,223.048584,244.2570496,199.2894592,325.240509,399.9622498,398.813446,348.355835,229.8926697,13.06104183,270.6739502,16.75582041,18.03771518,0,4.913554511,1.741026737,0,1.534855329,0.234275457,0.270501011,5.128240396,3.165669637,0.0,2.654333293,2023-02-23 15:23:34,,none,18.102594715048266,0.0,5.076319916665442,16.752244423631154,3.2106152495370144,0.0,1.7369299783231207,0.28350745317678444,0.27943294400511326,2.6478178535408032,1293.3852648168897,2.761500629015872
23060,2023-02-23 15:23:39.641077,4,0,314.8345642,222.9757538,244.2471924,199.2524567,325.1162109,400.0361023,399.1034851,347.3362732,230.0166321,12.97966099,270.5850525,17.21363997,17.97667257,0,5.21876755,1.382096203,0,1.422689537,0.211615284,0.269882209,5.130864892,3.168111342,0.0,2.640906055,2023-02-23 15:23:39,,none,18.159966229565438,0.0,5.100461473123248,16.75447374314372,3.1874675007152904,0.0,1.7519498381424758,0.28241738816536804,0.28034050298258073,2.6453095774377684,1294.1059182564725,2.7626865267668914
23065,2023-02-23 15:23:44.718136,4,0,314.7254333,222.8275604,244.2875214,199.1751099,325.0698853,400.0966492,399.2730103,345.9857788,230.1128387,12.77412701,270.0959167,17.39676779,17.61041692,0,5.310331461,2.466365523,0,1.996337444,0.269709852,0.291649598,5.146668455,3.168111342,0.0,2.633034916,2023-02-23 15:23:44,,none,18.261331945035106,0.0,5.127363602688659,16.766984253717958,3.180608321615192,0.0,1.7840891311329163,0.2822495443162339,0.28184459665580985,2.6433151120404625,1294.829349113902,2.7638726412602965
23070,2023-02-23 15:23:49.779584,4,0,314.6152039,222.7214661,244.3126831,199.0996552,324.9263,400.1574097,399.293335,344.1625671,230.2771912,12.82966518,269.4855652,17.03051215,15.71809608,0,5.035639727,5.430747162,0,1.99954218,0.334768904,0.285689346,5.229896164,3.157123672,0.0,2.631645892,2023-02-23 15:23:49,,none,18.344400557671722,0.0,5.151237481558045,16.806668286772858,3.19778181163249,0.0,1.8098085062847316,0.2826844447628491,0.28312236333271645,2.64288211579725,1295.5505555577258,2.765058809939298
23075,2023-02-23 15:23:54.841486,4,0,314.5136719,222.6360474,244.293457,199.0233154,324.806366,400.2262878,399.6538086,342.0184631,230.3986816,12.76028252,268.7779541,18.19032169,16.42008607,0,5.188246246,5.429678916,0,1.60322305,0.340430145,0.278121446,5.200285021,3.157123672,0.0,2.64229508,2023-02-23 15:23:54,,none,18.441843720991965,0.0,5.166990202530919,16.882679707568787,3.188815107576817,0.0,1.8170708236571436,0.2824853301526262,0.283806980248128,2.6439497767593307,1296.271826692074,2.766244978618299
23080,2023-02-23 15:23:59.908969,4,0,314.4025879,222.527298,244.2240143,198.9310913,324.6175842,400.326416,399.8471985,339.7975464,230.5511322,12.68474293,267.908844,17.67145953,17.51885301,0,5.188246246,3.749328531,0,1.609632524,0.314097764,0.278598273,5.156879655,3.170553046,0.0,2.65248126,2023-02-23 15:23:59,,none,18.488722139183338,0.0,5.172217934566777,16.944369671833236,3.1743628138177686,0.0,1.8179291326076774,0.28302178318629845,0.28414191249089715,2.6451209131787654,1296.9938930639044,2.7674311472973008
23085,2023-02-23 15:24:04.963068,4,0,314.3174133,222.4179382,244.1981659,198.8344574,324.5100403,400.3796692,400.0884705,337.309082,230.7174225,12.67584991,266.9848328,17.21363997,16.6337352,0,4.791469296,2.530460261,0,1.954675864,0.269720164,0.279721557,5.194010146,3.172384324,0.0,2.653870284,2023-02-23 15:24:04,,none,18.530987432491383,0.0,5.173860595178656,16.988512821576,3.1759800070016326,0.0,1.8230355328312153,0.28382174899796186,0.284552732053252,2.6451186549055388,1297.7140523476755,2.7686173159763023
23090,2023-02-23 15:24:10.012884,4,0,314.2090454,222.3249207,244.1227417,198.7168732,324.3792725,400.4309387,400.040863,335.3161011,230.8588104,12.56281853,266.0171814,19.86899341,16.96946954,0,5.21876755,1.199426199,0,1.590404102,0.1972597,0.278793104,5.187108406,3.172384324,0.0,2.633497925,2023-02-23 15:24:10,,none,18.57716160439065,0.0,5.187026890859173,17.040422020313205,3.195495630871499,0.0,1.8196596700283965,0.2843232479399764,0.284959939573305,2.6445249934400317,1298.4336013461682,2.769803484655304
23095,2023-02-23 15:24:15.070774,4,0,314.1627197,222.2091522,244.0696564,198.6145477,324.3048401,400.515686,400.4260254,333.5020447,231.0359497,12.52365494,264.954834,19.62482298,17.18311867,0,5.279810157,3.591228177,0,2.218532536,0.308263822,0.295524341,5.180886387,3.173605176,0.0,2.632571908,2023-02-23 15:24:15,,none,18.61586029451363,0.0,5.205366643246092,17.103991919718137,3.2116744417237704,0.0,1.8246714979465295,0.2855570718494955,0.2857845381597109,2.645490092913675,1299.154300810067,2.770989653334305
23100,2023-02-23 15:24:20.141643,4,0,314.2820435,222.0929871,244.0443268,198.4790192,324.3305359,400.5777283,400.5704041,332.0914612,231.1891785,12.49590397,263.9345093,17.73250214,16.42008607,0,5.371374069,4.535557319,0,1.925833232,0.326629534,0.292986567,5.212891772,3.160175803,0.0,2.65248126,2023-02-23 15:24:20,,none,18.597894457461035,0.0,5.220877538435847,17.10804513998173,3.2738638228800077,0.0,1.8190829070940817,0.28737498340707507,0.2862620157189756,2.6479205439353697,1299.8768496535179,2.7721758220133066
23105,2023-02-23 15:24:25.196707,4,0,314.3106079,221.9927063,243.9915161,198.3712769,324.2754211,400.6524048,400.5646057,329.8770447,231.3111572,12.42900848,263.0424194,19.62482298,17.61041692,0,5.157724942,2.302923941,0,1.580789891,0.262506021,0.278215575,5.160709078,3.162007081,0.0,2.653407276,2023-02-23 15:24:25,,none,18.58464084598251,0.0,5.23375042436662,17.12888099267935,3.356358496457399,0.0,1.8103405341660346,0.29009045390820953,0.28657963212482085,2.6500032360058547,1300.5971464402755,2.773361990692308
23110,2023-02-23 15:24:30.246180,4,0,314.2931213,221.8632813,243.9597168,198.2415161,324.2275696,400.690155,400.9226685,327.697937,231.4615784,12.4273634,261.8474731,20.11316384,17.61041692,0,5.340852765,2.004883409,0,1.726071298,0.247979392,0.287026787,5.15758894,3.175436455,0.0,2.653870284,2023-02-23 15:24:30,,none,18.599896769585342,0.0,5.238025166671088,17.161365734250385,3.398820739083911,0.0,1.8063316662062117,0.2916013599874462,0.2868510208898675,2.6515451863049573,1301.31664656465,2.7745481593713097
23115,2023-02-23 15:24:35.297519,4,0,314.2928467,221.7528534,243.9251862,198.1472626,324.2023315,400.7748718,401.0776062,326.0845032,231.5888367,12.34326267,260.8381958,18.95335429,16.54217129,0,5.310331461,3.817696252,0,1.780551825,0.311429465,0.28858526,5.207491184,3.176657307,0.0,2.655259309,2023-02-23 15:24:35,,none,18.63830299487165,0.0,5.246924363305344,17.178675562629287,3.426309947398452,0.0,1.8082441914990455,0.29205354678599166,0.28730671683824416,2.652608949110071,1302.0364125756291,2.775734328050311
23120,2023-02-23 15:24:40.367459,4,0,314.2584839,221.6387024,243.8967133,198.0377808,324.1698608,400.8433228,401.2887573,324.2243347,231.7121277,12.34369183,259.7519836,18.15980039,15.99278782,0,5.310331461,5.216029789,0,1.526309364,0.334517263,0.278973272,5.23030078,3.176046881,0.0,2.654796301,2023-02-23 15:24:40,,none,18.666351062140812,0.0,5.260286701246367,17.157359510595406,3.496041250454888,0.0,1.7993977219475306,0.2934852309871884,0.2875502288169528,2.6533211157659973,1302.758829045738,2.7769204967293124
23125,2023-02-23 15:24:45.412192,4,0,314.2001953,221.5188751,243.8479919,197.950119,324.0992126,400.8825378,401.2860107,322.4640503,231.8352356,12.30460358,258.6603394,18.83126908,17.06103345,0,5.005118423,2.06577341,0,1.856397265,0.249837721,0.285218683,5.186230288,3.171163472,0.0,2.653870284,2023-02-23 15:24:45,,none,18.647949454023443,0.0,5.259367836279772,17.127630039632034,3.5377733416563153,0.0,1.7916748160739495,0.2940888331683617,0.2875839379012378,2.6539189924878794,1303.4776537668397,2.778106665408314
23130,2023-02-23 15:24:50.485361,4,0,314.1410522,221.4055939,243.7895355,197.8385468,324.020752,400.9591675,401.616272,320.7394409,231.9703369,12.23566723,257.5081482,19.74690819,17.73250214,0,5.371374069,3.946953974,0,1.883103406,0.320417883,0.293641528,5.160091425,3.162617507,0.0,2.655259309,2023-02-23 15:24:50,,none,18.597137455703763,0.0,5.264489665543612,17.107411336836755,3.552341303516392,0.0,1.7902109007975646,0.29492389627089777,0.28787648538952454,2.654538066817427,1304.2005303376168,2.7792928340873155
23135,2023-02-23 15:24:55.537134,4,0,314.1036072,221.3106842,243.7148285,197.7281799,323.9797363,401.0161743,401.7801208,319.0092468,232.0653992,12.16944885,256.415863,20.02159993,18.220843,0,5.6155445,2.264467098,0,1.566902698,0.262263841,0.285981805,5.135904008,3.174826029,0.0,2.654333293,2023-02-23 15:24:55,,none,18.552954126182264,0.0,5.264856156785668,17.062329032288183,3.534702032161136,0.0,1.7864397909525418,0.29396531370780465,0.2879761317826911,2.6551082971149875,1304.9203581893175,2.7804790027663167
23140,2023-02-23 15:25:00.580646,4,0,314.0214844,221.2052002,243.6329803,197.6190491,323.9418335,401.0641174,401.9051514,317.3358765,232.1693268,12.14043331,255.4038239,17.18311867,15.77913869,0,5.188246246,5.873000855,0,1.77200586,0.339614503,0.287558517,5.244598585,3.174215602,0.0,2.65248126,2023-02-23 15:25:00,,none,18.532187050064046,0.0,5.256005523063894,17.016826755024006,3.5074353568223806,0.0,1.7850465445968076,0.29233865303594636,0.2880145764608316,2.6557204738448514,1305.639008929956,2.781665171445318
23145,2023-02-23 15:25:05.659798,4,0,313.975647,221.1087189,243.5449066,197.5129089,323.9147644,401.14328,402.2702332,315.422821,232.2363434,12.15276527,254.3823242,16.72529911,18.55657734,0,5.21876755,1.429099011,0,1.676931999,0.215843891,0.285215404,5.119969899,3.174826029,0.0,2.65248126,2023-02-23 15:25:05,,none,18.53640525765758,0.0,5.251378571850151,16.999370482890388,3.460403529495156,0.0,1.790160146227883,0.29135588383529526,0.2882888108193219,2.6566371273102254,1306.3627380192522,2.78285134012432
23150,2023-02-23 15:25:10.719694,4,0,313.9392395,221.019043,243.4734039,197.4181671,323.9058228,401.1429138,402.4442139,313.7087402,232.3413696,12.14428043,253.443924,20.66254731,17.70198083,0,5.310331461,1.892717617,0,1.633133927,0.242316815,0.285292294,5.153620527,3.17299475,0.0,2.65757435,2023-02-23 15:25:10,,none,18.568635547446007,0.0,5.249047038434987,16.95802034414965,3.4624505555007667,0.0,1.8092549653033214,0.2918413089750652,0.2889806693962533,2.658043060725518,1307.0837233183759,2.7840375088033213
23155,2023-02-23 15:25:15.792121,4,0,314.0120239,220.9429321,243.402298,197.3244781,323.8683167,401.2597351,402.5123291,312.2868958,232.449234,12.06886673,252.572052,19.8079508,17.33572519,0,5.127203638,2.222805518,0,1.742094982,0.258149961,0.286269265,5.167967252,3.160175803,0.0,2.669612563,2023-02-23 15:25:15,,none,18.551227913780476,0.0,5.241282403087236,16.909006037868206,3.4757804768955056,0.0,1.8283765512644825,0.2920721864115304,0.28954244204090496,2.6592611264078063,1307.8064941614678,2.7852236774823225
23160,2023-02-23 15:25:20.860061,4,0,313.9653015,220.8600769,243.3466339,197.2171021,323.8072815,401.3065491,402.9184265,311.0732727,232.4994812,12.04210091,251.3996887,19.31960994,17.51885301,0,5.035639727,1.51989989,0,1.678000244,0.220116011,0.282828546,5.156879655,3.158954951,0.0,2.660352399,2023-02-23 15:25:20,,none,18.51104447176309,0.0,5.239049536318636,16.87854098272013,3.453340321129136,0.0,1.836027240836,0.29089453990542263,0.28991073813534585,2.659329780489355,1308.5286256512932,2.786409846161324
23165,2023-02-23 15:25:25.930940,4,0,313.8078918,220.7962494,243.2876282,197.1281281,323.6543579,401.3817444,403.0979004,310.2639465,232.6345062,11.95976162,250.3021393,20.08264253,16.57269259,0,5.432416677,1.729276035,0,2.002746917,0.230970119,0.299842567,5.191978552,3.168721768,0.0,2.656185325,2023-02-23 15:25:25,,none,18.47598900770257,0.0,5.235818962898856,16.852630622422094,3.469101208228155,0.0,1.8400597321921845,0.2912058173057742,0.29006703221808194,2.6594105908439585,1309.2511759196454,2.787596741779554
23170,2023-02-23 15:25:30.985905,4,0,313.6195984,220.7301025,243.2154999,197.0192413,323.5516663,401.4510193,403.3115234,309.0095215,232.700058,11.94352436,249.2276764,20.20472775,17.30520388,0,5.249288854,2.708857282,0,1.751709193,0.279098691,0.289738534,5.164604901,3.168721768,0.0,2.654796301,2023-02-23 15:25:30,,none,18.417878180438674,0.0,5.228270067216418,16.84209500694477,3.489696920012361,0.0,1.8410718179533663,0.2922666085277139,0.2900004257381586,2.660194683023919,1309.9714585998793,2.7887838191325907
23175,2023-02-23 15:25:36.060724,4,0,313.5570679,220.6560516,243.1095123,196.9322357,323.4616089,401.5112,403.3113098,307.2016296,232.7774506,11.91905117,248.342804,19.07543951,16.75582041,0,5.096682334,1.990996215,0,1.967494811,0.245495325,0.292332658,5.179210683,3.163838359,0.0,2.654796301,2023-02-23 15:25:36,,none,18.320201737207732,0.0,5.217293434447108,16.777610457264988,3.4708650567501906,0.0,1.8430802676128122,0.291799555591493,0.28992912589230413,2.662044883997745,1310.6945702793907,2.789970896485628
23180,2023-02-23 15:25:41.108242,4,0,313.5706482,220.5827026,243.0377808,196.8447418,323.401062,401.5609741,403.6880493,305.732605,232.8310394,11.9288559,247.5769958,18.00719387,14.95506348,0,5.310331461,5.02481382,0,1.497466732,0.324113059,0.280829715,5.259435142,3.164448785,0.0,2.655722317,2023-02-23 15:25:41,,none,18.27002816981879,0.0,5.1982996491080184,16.70204901466548,3.4559482170840097,0.0,1.8257037022920852,0.29098009465560387,0.28920554171643614,2.665051291906644,1311.4137918355375,2.791157973838665
23185,2023-02-23 15:25:46.183262,4,0,313.6111755,220.5070496,242.9664307,196.759552,323.3484802,401.6103516,403.8590088,304.2952881,232.9384308,11.93274498,246.876709,17.61041692,15.56548956,0,5.401895373,4.40309486,0,1.901263582,0.319002147,0.297714865,5.227201316,3.149188133,0.0,2.673779636,2023-02-23 15:25:46,,none,18.23509639207704,0.0,5.169593991654952,16.62797599324384,3.427234195949543,0.0,1.8092845730555054,0.2895463906943253,0.28841913112882267,2.6687720881662047,1312.1369321555671,2.7923450511917016
23190,2023-02-23 15:25:51.266816,4,0,313.6204834,220.4478455,242.8499146,196.6828461,323.3233337,401.6845398,403.8702087,302.5155334,233.036087,11.95240974,246.1977386,16.78634172,16.26747955,0,5.462937981,3.720485899,0,2.004883409,0.307776449,0.30170789,5.195989939,3.151629838,0.0,2.688595898,2023-02-23 15:25:51,,none,18.170664973656503,0.0,5.1308352287998975,16.55663568786903,3.3931309922692536,0.0,1.7795457609034,0.28764745400032965,0.28698013673086625,2.6716295409800077,1312.8612884864683,2.7935321285447388
23195,2023-02-23 15:25:56.336171,4,0,313.5968018,220.3946838,242.7704926,196.6045837,323.2822876,401.737854,404.2567444,301.3986206,233.1555786,11.88223076,245.3778839,16.90842693,17.48833171,0,5.157724942,1.598950067,0,2.090343059,0.225063199,0.296538629,5.141026257,3.154681968,0.0,2.678409718,2023-02-23 15:25:56,,none,18.080754461592374,0.0,5.0677342436672745,16.463360148102886,3.3672570100956434,0.0,1.739176029075045,0.28627648333023703,0.28454949781482247,2.6724127330008502,1313.5836215998443,2.7947192058977754
23200,2023-02-23 15:26:01.405827,4,0,313.5390015,220.336319,242.7108765,196.4962769,323.1802673,401.7893982,404.4103699,300.1347351,233.1846161,11.8646059,244.3648834,18.9838756,17.4272891,0,5.432416677,1.785893053,0,2.232419729,0.235939888,0.305388193,5.142106996,3.153461116,0.0,2.674242644,2023-02-23 15:26:01,,none,17.96114219732877,0.0,4.9719129790338465,16.334654674540186,3.3907068832241922,0.0,1.6774692311292234,0.2866005102668374,0.28084351473127067,2.671973416614681,1314.3059976027528,2.7959062832508126
23205,2023-02-23 15:26:06.464901,4,0,313.4496765,220.2961273,242.638855,196.4051666,323.0586548,401.8493347,404.4239807,299.2881165,233.245575,11.80211067,243.6122284,18.61761995,16.87790563,0,5.127203638,2.23455622,0,1.452600415,0.257663295,0.277100715,5.164441798,3.149798559,0.0,2.67285362,2023-02-23 15:26:06,,none,17.833145983312807,0.0,4.821321819083483,16.166929949611504,3.4103637124780817,0.0,1.592511720303495,0.28616043712246775,0.27525549395416987,2.6712698631005436,1315.0268657749798,2.7970933606038493
23210,2023-02-23 15:26:11.513233,4,0,313.3557434,220.2863159,242.633316,196.2731476,322.9398193,401.9296265,404.7332764,298.8269348,233.3049011,11.77428246,242.9752197,16.6642565,15.56548956,0,4.547298865,3.609388353,0,1.300909535,0.301527458,0.261063956,5.214502376,3.134537907,0.0,2.676557685,2023-02-23 15:26:11,,none,17.747871465000983,0.0,4.613736433555728,15.979838416444975,3.4234321317879917,0.0,1.4887841855618944,0.28479458656154055,0.2678055204797609,2.6703285551170226,1315.7462033181023,2.7982804379568864
23215,2023-02-23 15:26:16.579125,4,0,313.1780701,220.2646484,242.9327698,196.1918488,322.8384094,402.1114197,403.4655151,298.6100159,233.3800507,11.77081585,242.5604553,19.19752472,15.13819131,0,3.540095837,2.430045172,0,1.094738127,0.26123004,0.233715126,5.222485911,3.132096203,0.0,2.686280857,2023-02-23 15:26:16,,none,17.71466873961611,0.0,4.41154812282393,15.834349594855528,3.4218900379558783,0.0,1.39322415656338,0.2825754829426926,0.2605433789470165,2.6680791319764365,1316.4680429881166,2.799467515309923
23220,2023-02-23 15:26:21.639914,4,0,312.9678955,220.2470856,243.3667297,196.3680725,322.6823425,402.5053101,396.3344727,296.897644,233.4901123,11.70376778,242.6816406,18.46501343,14.92454218,0,3.875830179,4.609266268,0,0.934501282,0.318313545,0.228994907,5.22410551,3.136979612,0.0,2.66776053,2023-02-23 15:26:21,,none,17.659403802592895,0.0,4.317631228173148,15.756116619386516,3.403886912993825,0.0,1.3425880566739232,0.2800773593551415,0.2570246135879021,2.6636304986872603,1317.189155530937,2.8006545926629602
23225,2023-02-23 15:26:26.705045,4,0,312.6839294,220.2325745,243.4193878,196.5350952,322.4891357,402.9060669,390.1981812,294.2391663,233.4537201,11.65089703,242.6043091,18.67866256,16.84738432,0,4.242085826,1.496398486,0,1.467555854,0.217709673,0.262672702,5.126522324,3.133317055,0.0,2.654796301,2023-02-23 15:26:26,,none,17.61059598416046,0.0,4.315485564379726,15.73884286394103,3.4085201832064933,0.0,1.3395345198793867,0.27960733358795575,0.25725299135940194,2.658813116827847,1317.9108867659534,2.8018416700159974
23230,2023-02-23 15:26:31.766560,4,0,312.406311,220.2245026,243.3944397,196.4071655,322.2892151,403.2314453,386.3474731,293.2694092,233.4404144,11.63934326,242.2499695,15.8707026,14.19203089,0,4.455734953,5.517275058,0,1.314796728,0.322073012,0.260510408,5.23475211,3.125381516,0.0,2.654796301,2023-02-23 15:26:31,,none,17.616860179711992,0.0,4.35465012183193,15.762760002144894,3.4080768860207487,0.0,1.3462353643224843,0.2802879106321107,0.2585985802814143,2.654674358664196,1318.6321027566166,2.803028747369034
23235,2023-02-23 15:26:36.826950,4,0,312.160553,220.2105408,243.3278809,196.1175842,322.1838989,403.5355835,382.9878235,292.8484802,233.3815308,11.6741457,241.8167877,18.49553473,15.99278782,0,4.394692345,2.130936394,0,1.479306556,0.25079347,0.266385654,5.151221543,3.115004273,0.0,2.639980039,2023-02-23 15:26:36,,none,17.66694371159175,0.0,4.403598312656574,15.836771098408937,3.3975365362226735,0.0,1.358943867147762,0.28195417603564454,0.26023999019842403,2.650776326953085,1319.3531584458701,2.804215824722071
23240,2023-02-23 15:26:41.900129,4,0,312.0491943,220.1911926,243.2764282,195.7753143,322.1233826,403.8147583,380.0935974,293.1973267,233.2846222,11.67355156,241.4685211,19.35013124,16.87790563,0,4.333649738,1.97283604,0,1.545537785,0.245158952,0.267306082,5.107931188,3.096081065,0.0,2.633034916,2023-02-23 15:26:41,,none,17.736433553691143,0.0,4.458158304949964,15.951343918008556,3.4033672269485233,0.0,1.37197247565123,0.28381090103041134,0.2618686812311297,2.6481914875684316,1320.076036441549,2.805402902075108
23245,2023-02-23 15:26:46.945124,4,0,312.0789185,220.1791992,243.2312775,195.3197479,322.0912476,404.047821,378.3781128,293.9732666,233.1829681,11.65980434,241.1661987,17.82406605,16.6947778,0,4.486256257,3.981137834,0,1.424826029,0.316836209,0.266224593,5.119003045,3.094249786,0.0,2.635812965,2023-02-23 15:26:46,,none,17.80025379111136,0.0,4.517381859264478,16.059201284468113,3.394738272262909,0.0,1.3991297960554354,0.2848342659063123,0.26428652723128204,2.647761303591107,1320.7948984950679,2.806589979428145
23250,2023-02-23 15:26:52.010113,4,0,312.133728,220.1631622,243.1600647,194.967041,322.1026306,404.3136292,376.458252,294.2854919,233.1205902,11.65901184,240.8942261,18.64814125,16.29800085,0,4.364171041,3.70553046,0,1.67906849,0.307923396,0.271412016,5.139429578,3.093028934,0.0,2.650629227,2023-02-23 15:26:52,,none,17.865488064736493,0.0,4.5610427207657604,16.106722751116045,3.40073792096731,0.0,1.4362105142364823,0.2855641845645885,0.2668654305527548,2.649077069065884,1321.516609496484,2.8077770567811817
23255,2023-02-23 15:26:57.081812,4,0,312.1805115,220.1354675,243.1213989,194.6494598,322.1224976,404.5331726,375.2431335,293.699707,233.0034332,11.63990688,240.6210785,18.52605604,15.53496826,0,4.608341472,3.472652912,0,1.609632524,0.298031465,0.275251502,5.168231116,3.082041265,0.0,2.654796301,2023-02-23 15:26:57,,none,17.901195150442337,0.0,4.6073825971107585,16.114361450611966,3.4627076202648284,0.0,1.4611271615059986,0.28733788148663364,0.2689586171883139,2.650520701202277,1322.2392766067528,2.808964134134219
23260,2023-02-23 15:27:02.156526,4,0,312.2406921,220.1113739,243.1120453,194.37677,322.1515198,404.7088623,374.1434937,293.0810852,232.9476318,11.60832596,240.3583374,17.24416127,15.19923392,0,4.638862776,5.222439263,0,1.689750946,0.328809489,0.278199034,5.183125229,3.0734953,0.0,2.654333293,2023-02-23 15:27:02,,none,17.904025306509162,0.0,4.643818792607693,16.112101933738362,3.5331683347003318,0.0,1.4793505833791556,0.2893915688945981,0.27050601364012083,2.6515568242793695,1322.9623733247993,2.810151211487256
23265,2023-02-23 15:27:07.221402,4,0,312.3230286,220.079361,243.1151886,194.1117859,322.1847229,404.9002075,373.676239,293.4971313,232.8538361,11.59414291,240.0432434,16.6337352,14.43620132,0,4.699905384,4.014253449,0,1.386369186,0.304710859,0.26841426,5.220502561,3.053961665,0.0,2.65248126,2023-02-23 15:27:07,,none,17.888801312413314,0.0,4.675285267748375,16.110745931532076,3.5845504594794186,0.0,1.4896340824913799,0.2911860298041783,0.2716123731772088,2.65224702631243,1323.6840682248296,2.8113377307685794
23270,2023-02-23 15:27:12.267799,4,0,312.3997498,220.0441895,243.1100006,193.8817596,322.2549133,405.0748596,373.094574,294.2337952,232.8200684,11.58065319,239.6952057,18.95335429,15.99278782,0,4.486256257,2.123458674,0,1.524172873,0.250388201,0.27029764,5.154384712,3.046026126,0.0,2.655259309,2023-02-23 15:27:12,,none,17.859896745912625,0.0,4.70332857573533,16.12290669374291,3.615723170220631,0.0,1.500010793652499,0.29195531996545127,0.27260664616282243,2.652748499560593,1324.4031300495274,2.8125238780020942
23275,2023-02-23 15:27:17.335541,4,0,312.4745789,220.009079,243.1314392,193.6906738,322.3200073,405.2059326,372.5145264,294.3935852,232.7435455,11.57888889,239.3124695,19.10596081,16.93894824,0,5.06616103,2.384110609,0,1.508149188,0.264795488,0.279982136,5.108432001,3.047246978,0.0,2.652944268,2023-02-23 15:27:17,,none,17.864767492789593,0.0,4.728669769747474,16.148670744387022,3.6457976382341934,0.0,1.5058918070807286,0.29294007898529484,0.273354757198656,2.65307590649143,1325.1252333263046,2.813710025235609
23280,2023-02-23 15:27:22.401050,4,0,312.5906372,219.9487152,243.1445618,193.504776,322.374054,405.3658752,372.4165039,293.938324,232.6896667,11.58897591,238.9080353,18.00719387,14.80245696,0,5.005118423,5.625167867,0,1.30197778,0.328856119,0.268547312,5.208827416,3.039311439,0.0,2.655259309,2023-02-23 15:27:22,,none,17.836316922466782,0.0,4.7328675960016025,16.109546543005745,3.6387916751816003,0.0,1.5030952875791854,0.2922212722568673,0.27336218618702923,2.6532862476187073,1325.8470184225946,2.8148961724691235
23285,2023-02-23 15:27:27.477953,4,0,312.7106934,219.8957825,243.1692505,193.335907,322.4236755,405.4888,372.2105713,293.4405518,232.6619263,11.59226036,238.5640411,17.91562996,17.4272891,0,4.913554511,2.320015871,0,1.484647784,0.263177855,0.276723358,5.093670254,3.034428031,0.0,2.653870284,2023-02-23 15:27:27,,none,17.763878688400936,0.0,4.717924541357858,16.100000384677145,3.592227192492821,0.0,1.4908484900129937,0.29129857927817027,0.2726963817519856,2.6534047632309754,1326.5704270515619,2.8160823197026383
23290,2023-02-23 15:27:32.544013,4,0,312.7579956,219.8228455,243.2004242,193.2015076,322.4884644,405.6447754,371.9662781,293.1260681,232.6211548,11.5789547,238.3434601,17.82406605,15.68757478,0,4.394692345,2.766542547,0,1.251770236,0.276132951,0.257330154,5.172589302,3.027713344,0.0,2.65248126,2023-02-23 15:27:32,,none,17.693691662561363,0.0,4.692859241331879,16.044622914931278,3.588320654947041,0.0,1.4778971544373751,0.2911505118932707,0.27181775488851845,2.6535345390355873,1327.2922906599201,2.817268466936153
23295,2023-02-23 15:27:37.594611,4,0,312.8098755,219.7423553,243.2336426,193.0690613,322.5118713,405.7393494,372.0129089,292.7642822,232.5980072,11.55175686,238.0897064,16.6947778,14.49724393,0,4.852511903,5.549322427,0,1.606427787,0.325249602,0.280620427,5.220954592,3.007569283,0.0,2.654796301,2023-02-23 15:27:37,,none,17.652459020285328,0.0,4.676500890925664,16.008027411108007,3.590885514905235,0.0,1.4734217571942643,0.29083116974500034,0.27135441679356437,2.6536843243704076,1328.0119510857041,2.818454614169668
23300,2023-02-23 15:27:42.657380,4,0,312.7957153,219.6755524,243.2632446,192.9778137,322.5440979,405.9110718,371.8221436,292.5935669,232.5490265,11.51710415,237.7540131,16.60321389,16.87790563,0,4.66938408,2.3862471,0,1.439781467,0.264648162,0.270944253,5.115779884,3.01123184,0.0,2.652018252,2023-02-23 15:27:42,,none,17.572875909835748,0.0,4.653592928113772,15.987567234741206,3.5600072676281918,0.0,1.4632289816889779,0.2902014354974708,0.2705431192977248,2.6537629552994733,1328.7333457590055,2.819640761403183
23305,2023-02-23 15:27:47.726660,4,0,312.8146057,219.6025085,243.2776642,192.8661957,322.5470886,406.010376,371.6655884,292.6188049,232.5322723,11.44752598,237.3786163,19.7774295,16.75582041,0,4.821990599,2.488798681,0,1.728207789,0.268694863,0.283976084,5.121070272,3.005738005,0.0,2.654333293,2023-02-23 15:27:47,,none,17.49289726709276,0.0,4.62215548552324,15.915322149245748,3.5444432542805915,0.0,1.451700279043094,0.2889856118030188,0.2695597511206722,2.6539274930219126,1329.4556681856207,2.8208269086366973
23310,2023-02-23 15:27:52.796841,4,0,312.8233337,219.5433044,243.2834778,192.7696686,322.5816956,406.1421509,371.3109436,292.2831726,232.4695587,11.44447899,236.9972534,15.44340435,13.76473263,0,4.333649738,5.425405933,0,1.441917959,0.316955322,0.265094931,5.254191606,3.002685875,0.0,2.654796301,2023-02-23 15:27:52,,none,17.356711122600583,0.0,4.565053938503752,15.84037073540052,3.5010778138735477,0.0,1.4231554383767555,0.28713437760655136,0.2674290503888048,2.654260461058201,1330.1781189958538,2.822013055870212
